ilkid,year,firstname,lastname,conference,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
PaytoGa01 ,1997,Gary,Payton,west,N,1,24,7.0,1.0,2.0,3.0,13.0,2.0,0.0,4.0,0.0,7.0,3.0,0.0,0.0,3.0,1.0
PaytoGa01 ,1996,Gary,Payton,west,N,1,20,17.0,1.0,0.0,1.0,10.0,2.0,0.0,4.0,2.0,15.0,7.0,2.0,2.0,5.0,1.0
PaytoGa01 ,1995,Gary,Payton,west,N,1,28,18.0,nan,nan,5.0,5.0,nan,nan,nan,nan,10.0,6.0,6.0,6.0,nan,nan
PaytoGa01 ,1994,Gary,Payton,west,N,1,23,6.0,nan,nan,5.0,15.0,nan,nan,nan,nan,10.0,3.0,0.0,0.0,nan,nan
PaytoGa01 ,1993,Gary,Payton,west,N,1,17,6.0,nan,nan,6.0,9.0,nan,nan,nan,nan,4.0,3.0,0.0,0.0,nan,nan
PetriGe01 ,1973,Geoff,Petrie,west,N,1,26,8.0,nan,nan,2.0,4.0,nan,nan,nan,nan,11.0,3.0,2.0,2.0,nan,nan
PetriGe01 ,1970,Geoff,Petrie,west,N,1,5,0.0,nan,nan,0.0,1.0,nan,nan,nan,nan,3.0,0.0,0.0,0.0,nan,nan
PettiBo01 ,1954,Bob,Pettit,west,N,1,27,8.0,nan,nan,9.0,2.0,nan,nan,nan,nan,14.0,3.0,4.0,2.0,nan,nan
PettiBo01 ,1964,Bob,Pettit,west,N,1,34,13.0,nan,nan,12.0,0.0,nan,nan,nan,nan,14.0,5.0,5.0,3.0,nan,nan
PettiBo01 ,1963,Bob,Pettit,west,N,1,36,19.0,nan,nan,17.0,2.0,nan,nan,nan,nan,15.0,6.0,9.0,7.0,nan,nan
PettiBo01 ,1962,Bob,Pettit,west,N,1,32,25.0,nan,nan,13.0,0.0,nan,nan,nan,nan,16.0,7.0,12.0,11.0,nan,nan
PettiBo01 ,1961,Bob,Pettit,west,N,1,37,25.0,nan,nan,27.0,2.0,nan,nan,nan,nan,20.0,10.0,5.0,5.0,nan,nan
PettiBo01 ,1960,Bob,Pettit,west,N,1,32,29.0,nan,nan,9.0,0.0,nan,nan,nan,nan,22.0,13.0,7.0,3.0,nan,nan
PettiBo01 ,1959,Bob,Pettit,west,N,1,28,11.0,nan,nan,14.0,2.0,nan,nan,nan,nan,15.0,4.0,6.0,3.0,nan,nan
PettiBo01 ,1958,Bob,Pettit,west,N,1,34,25.0,nan,nan,16.0,5.0,nan,nan,nan,nan,21.0,8.0,9.0,9.0,nan,nan
PettiBo01 ,1957,Bob,Pettit,west,N,1,38,28.0,nan,nan,26.0,1.0,nan,nan,nan,nan,21.0,10.0,10.0,8.0,nan,nan
PettiBo01 ,1956,Bob,Pettit,west,N,1,31,21.0,nan,nan,11.0,2.0,nan,nan,nan,nan,18.0,8.0,6.0,5.0,nan,nan
PettiBo01 ,1955,Bob,Pettit,west,N,1,31,20.0,nan,nan,24.0,7.0,nan,nan,nan,nan,17.0,7.0,7.0,6.0,nan,nan
PhillAn01 ,1954,Andy,Phillip,west,N,1,28,6.0,nan,nan,3.0,6.0,nan,nan,nan,nan,4.0,3.0,0.0,0.0,nan,nan
PhillAn01 ,1953,Andy,Phillip,west,N,1,19,2.0,nan,nan,3.0,3.0,nan,nan,nan,nan,4.0,1.0,1.0,0.0,nan,nan
PhillAn01 ,1952,Andy,Phillip,west,N,1,36,9.0,nan,nan,6.0,8.0,nan,nan,nan,nan,9.0,4.0,1.0,1.0,nan,nan
PhillAn01 ,1950,Andy,Phillip,east,N,1,0,6.0,nan,nan,10.0,8.0,nan,nan,nan,nan,8.0,3.0,0.0,0.0,nan,nan
PhillAn01 ,1951,Andy,Phillip,east,N,1,30,11.0,nan,nan,3.0,6.0,nan,nan,nan,nan,6.0,4.0,3.0,3.0,nan,nan
PiercPa01 ,2003,Paul,Pierce,east,N,1,13,8.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,8.0,4.0,0.0,0.0,1.0,0.0
PiercPa01 ,2002,Paul,Pierce,east,N,1,18,8.0,2.0,0.0,2.0,3.0,4.0,0.0,2.0,1.0,11.0,4.0,0.0,0.0,5.0,0.0
PiercPa01 ,2001,Paul,Pierce,east,N,1,23,19.0,4.0,3.0,7.0,3.0,1.0,0.0,0.0,1.0,18.0,9.0,0.0,0.0,6.0,1.0
PiercRi01 ,1990,Ricky,Pierce,east,N,1,19,9.0,nan,nan,2.0,2.0,nan,nan,nan,nan,8.0,4.0,1.0,1.0,nan,nan
PippeSc01 ,1996,Scottie,Pippen,east,N,1,25,8.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,9.0,4.0,0.0,0.0,3.0,0.0
PippeSc01 ,1995,Scottie,Pippen,east,N,1,25,8.0,nan,nan,8.0,5.0,nan,nan,nan,nan,7.0,4.0,0.0,0.0,nan,nan
PippeSc01 ,1994,Scottie,Pippen,east,N,1,30,12.0,nan,nan,7.0,3.0,nan,nan,nan,nan,15.0,5.0,0.0,0.0,nan,nan
PippeSc01 ,1993,Scottie,Pippen,east,N,1,31,29.0,nan,nan,11.0,2.0,nan,nan,nan,nan,15.0,9.0,10.0,6.0,nan,nan
PippeSc01 ,1992,Scottie,Pippen,west,N,1,29,10.0,nan,nan,5.0,4.0,nan,nan,nan,nan,14.0,4.0,3.0,2.0,nan,nan
PippeSc01 ,1991,Scottie,Pippen,east,N,1,21,14.0,nan,nan,4.0,1.0,nan,nan,nan,nan,13.0,6.0,3.0,2.0,nan,nan
PippeSc01 ,1989,Scottie,Pippen,east,N,1,12,4.0,nan,nan,1.0,0.0,nan,nan,nan,nan,4.0,2.0,0.0,0.0,nan,nan
PollaJi01 ,1950,Jim,Pollard,west,N,1,0,4.0,nan,nan,4.0,5.0,nan,nan,nan,nan,11.0,2.0,0.0,0.0,nan,nan
PollaJi01 ,1954,Jim,Pollard,west,N,1,27,17.0,nan,nan,4.0,0.0,nan,nan,nan,nan,19.0,7.0,3.0,3.0,nan,nan
PollaJi01 ,1953,Jim,Pollard,west,N,1,41,23.0,nan,nan,3.0,3.0,nan,nan,nan,nan,22.0,10.0,5.0,3.0,nan,nan
PollaJi01 ,1951,Jim,Pollard,west,N,1,29,4.0,nan,nan,11.0,5.0,nan,nan,nan,nan,17.0,2.0,0.0,0.0,nan,nan
PorteTe01 ,1992,Terry,Porter,east,N,1,19,7.0,nan,nan,0.0,3.0,nan,nan,nan,nan,8.0,3.0,0.0,0.0,nan,nan
PorteTe01 ,1990,Terry,Porter,west,N,1,15,4.0,nan,nan,3.0,4.0,nan,nan,nan,nan,6.0,2.0,0.0,0.0,nan,nan
PowelCi01 ,1969,Cincinnatus,Powell,west,A,1,26,12.0,nan,nan,7.0,0.0,nan,nan,nan,1.0,9.0,5.0,2.0,2.0,0.0,0.0
PowelCi01 ,1970,Cincinnatus,Powell,east,A,1,21,11.0,7.0,3.0,10.0,0.0,nan,nan,2.0,2.0,6.0,4.0,3.0,3.0,0.0,0.0
PriceJi01 ,1974,Jim,Price,west,N,1,17,8.0,nan,nan,2.0,0.0,nan,nan,nan,nan,9.0,3.0,2.0,2.0,nan,nan
PriceMa01 ,1993,Mark,Price,east,N,1,22,20.0,nan,nan,2.0,5.0,nan,nan,nan,nan,10.0,8.0,2.0,2.0,nan,nan
PriceMa01 ,1992,Mark,Price,west,N,1,23,19.0,nan,nan,1.0,4.0,nan,nan,nan,nan,11.0,6.0,2.0,1.0,nan,nan
PriceMa01 ,1991,Mark,Price,east,N,1,15,6.0,nan,nan,0.0,3.0,nan,nan,nan,nan,5.0,1.0,4.0,4.0,nan,nan
PriceMa01 ,1988,Mark,Price,east,N,1,20,9.0,nan,nan,3.0,1.0,nan,nan,nan,nan,9.0,3.0,2.0,2.0,nan,nan
RatliTh01 ,2000,Theo,Ratliff,east,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ReddMi01  ,2003,Michael,Redd,east,N,1,15,13.0,1.0,2.0,3.0,2.0,3.0,0.0,1.0,0.0,12.0,5.0,0.0,0.0,6.0,3.0
ReedWi01  ,1970,Willis,Reed,east,N,1,27,14.0,nan,nan,13.0,1.0,nan,nan,nan,nan,16.0,5.0,6.0,4.0,nan,nan
ReedWi01  ,1969,Willis,Reed,east,N,1,30,21.0,nan,nan,11.0,0.0,nan,nan,nan,nan,18.0,9.0,3.0,3.0,nan,nan
ReedWi01  ,1968,Willis,Reed,east,N,1,14,10.0,nan,nan,4.0,2.0,nan,nan,nan,nan,8.0,5.0,0.0,0.0,nan,nan
ReedWi01  ,1967,Willis,Reed,east,N,1,25,16.0,nan,nan,8.0,1.0,nan,nan,nan,nan,14.0,7.0,3.0,2.0,nan,nan
ReedWi01  ,1966,Willis,Reed,east,N,1,17,4.0,nan,nan,9.0,1.0,nan,nan,nan,nan,6.0,2.0,0.0,0.0,nan,nan
ReedWi01  ,1965,Willis,Reed,east,N,1,23,16.0,nan,nan,8.0,1.0,nan,nan,nan,nan,11.0,7.0,2.0,2.0,nan,nan
ReedWi01  ,1964,Willis,Reed,east,N,1,25,7.0,nan,nan,5.0,1.0,nan,nan,nan,nan,11.0,3.0,2.0,1.0,nan,nan
ReganRi01 ,1956,Richie,Regan,west,N,1,21,4.0,nan,nan,4.0,1.0,nan,nan,nan,nan,7.0,2.0,0.0,0.0,nan,nan
RiceGl01  ,1997,Glen,Rice,east,N,1,16,16.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,6.0,0.0,0.0,6.0,4.0
RiceGl01  ,1996,Glen,Rice,east,N,1,25,26.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,24.0,10.0,2.0,2.0,7.0,4.0
RiceGl01  ,1995,Glen,Rice,east,N,1,15,7.0,nan,nan,1.0,2.0,nan,nan,nan,nan,5.0,1.0,4.0,4.0,nan,nan
RichaMi01 ,1984,Michael Ray,Richardson,east,N,1,13,5.0,nan,nan,2.0,1.0,nan,nan,nan,nan,8.0,2.0,2.0,1.0,nan,nan
RichaMi01 ,1981,Michael Ray,Richardson,east,N,1,24,11.0,nan,nan,5.0,3.0,nan,nan,nan,nan,7.0,5.0,2.0,1.0,nan,nan
RichaMi01 ,1980,Michael Ray,Richardson,east,N,1,24,11.0,nan,nan,5.0,3.0,nan,nan,nan,nan,7.0,5.0,2.0,1.0,nan,nan
RichaMi01 ,1979,Michael Ray,Richardson,east,N,1,13,6.0,nan,nan,1.0,2.0,nan,nan,nan,nan,7.0,3.0,0.0,0.0,nan,nan
RichmMi01 ,1997,Mitch,Richmond,west,N,1,17,8.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,2.0,0.0
RichmMi01 ,1996,Mitch,Richmond,west,N,1,22,9.0,2.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0,4.0,3.0
RichmMi01 ,1995,Mitch,Richmond,west,N,1,25,7.0,nan,nan,2.0,2.0,nan,nan,nan,nan,10.0,3.0,2.0,1.0,nan,nan
RichmMi01 ,1994,Mitch,Richmond,west,N,1,22,23.0,nan,nan,4.0,2.0,nan,nan,nan,nan,13.0,10.0,0.0,0.0,nan,nan
RichmMi01 ,1993,Mitch,Richmond,west,N,1,24,10.0,nan,nan,2.0,3.0,nan,nan,nan,nan,16.0,5.0,0.0,0.0,nan,nan
RichmMi01 ,1992,Mitch,Richmond,east,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RisenAr01 ,1954,Arnie,Risen,west,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RisenAr01 ,1953,Arnie,Risen,west,N,1,20,8.0,nan,nan,7.0,0.0,nan,nan,nan,nan,10.0,4.0,1.0,0.0,nan,nan
RisenAr01 ,1952,Arnie,Risen,west,N,1,19,5.0,nan,nan,9.0,2.0,nan,nan,nan,nan,7.0,2.0,3.0,1.0,nan,nan
RisenAr01 ,1951,Arnie,Risen,west,N,1,19,6.0,nan,nan,5.0,1.0,nan,nan,nan,nan,7.0,3.0,1.0,0.0,nan,nan
RiverDO01 ,1987,Glenn,Rivers,east,N,1,16,9.0,nan,nan,3.0,6.0,nan,nan,nan,nan,4.0,2.0,11.0,5.0,nan,nan
RobbiRe01 ,1967,Red,Robbins,west,A,1,18,4.0,2.0,2.0,4.0,0.0,nan,nan,2.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0
RobbiRe01 ,1968,Red,Robbins,west,A,1,21,19.0,2.0,3.0,5.0,1.0,nan,nan,1.0,2.0,14.0,8.0,4.0,3.0,0.0,0.0
RobbiRe01 ,1970,Red,Robbins,west,A,1,14,4.0,1.0,1.0,2.0,1.0,nan,nan,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0
RoberAl01 ,1990,Alvin,Robertson,east,N,1,12,6.0,nan,nan,2.0,0.0,nan,nan,nan,nan,4.0,2.0,2.0,2.0,nan,nan
RoberAl01 ,1987,Alvin,Robertson,west,N,1,12,2.0,nan,nan,0.0,1.0,nan,nan,nan,nan,3.0,1.0,0.0,0.0,nan,nan
RoberAl01 ,1986,Alvin,Robertson,west,N,1,16,6.0,nan,nan,2.0,1.0,nan,nan,nan,nan,5.0,2.0,2.0,2.0,nan,nan
RoberAl01 ,1985,Alvin,Robertson,west,N,1,20,4.0,nan,nan,9.0,5.0,nan,nan,nan,nan,6.0,2.0,0.0,0.0,nan,nan
RoberOs01 ,1969,Oscar,Robertson,east,N,1,29,21.0,nan,nan,6.0,4.0,nan,nan,nan,nan,11.0,9.0,4.0,3.0,nan,nan
RoberOs01 ,1968,Oscar,Robertson,east,N,1,32,24.0,nan,nan,6.0,5.0,nan,nan,nan,nan,16.0,8.0,8.0,8.0,nan,nan
RoberOs01 ,1967,Oscar,Robertson,east,N,1,22,18.0,nan,nan,1.0,5.0,nan,nan,nan,nan,9.0,7.0,7.0,4.0,nan,nan
RoberOs01 ,1966,Oscar,Robertson,east,N,1,34,16.0,nan,nan,2.0,5.0,nan,nan,nan,nan,20.0,9.0,10.0,8.0,nan,nan
RoberOs01 ,1965,Oscar,Robertson,east,N,1,25,17.0,nan,nan,10.0,8.0,nan,nan,nan,nan,12.0,6.0,6.0,5.0,nan,nan
RoberOs01 ,1964,Oscar,Robertson,east,N,1,40,28.0,nan,nan,6.0,8.0,nan,nan,nan,nan,18.0,8.0,13.0,12.0,nan,nan
RoberOs01 ,1963,Oscar,Robertson,east,N,1,42,26.0,nan,nan,14.0,8.0,nan,nan,nan,nan,23.0,10.0,10.0,6.0,nan,nan
RoberOs01 ,1962,Oscar,Robertson,east,N,1,37,21.0,nan,nan,3.0,6.0,nan,nan,nan,nan,15.0,9.0,4.0,3.0,nan,nan
RoberOs01 ,1961,Oscar,Robertson,west,N,1,37,26.0,nan,nan,7.0,13.0,nan,nan,nan,nan,20.0,9.0,14.0,8.0,nan,nan
RoberOs01 ,1960,Oscar,Robertson,west,N,1,34,23.0,nan,nan,9.0,14.0,nan,nan,nan,nan,13.0,8.0,9.0,7.0,nan,nan
RoberOs01 ,1971,Oscar,Robertson,west,N,1,24,11.0,nan,nan,3.0,3.0,nan,nan,nan,nan,9.0,3.0,10.0,5.0,nan,nan
RoberOs01 ,1970,Oscar,Robertson,west,N,1,24,5.0,nan,nan,2.0,2.0,nan,nan,nan,nan,6.0,2.0,3.0,1.0,nan,nan
RobinCl02 ,1993,Clifford,Robinson,west,N,1,18,10.0,nan,nan,2.0,5.0,nan,nan,nan,nan,8.0,5.0,0.0,0.0,nan,nan
RobinDa01 ,2000,David,Robinson,west,N,1,10,8.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,4.0,2.0,0.0,0.0
RobinDa01 ,1999,David,Robinson,west,N,1,7,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
RobinDa01 ,1997,David,Robinson,west,N,1,22,15.0,4.0,2.0,6.0,0.0,2.0,2.0,2.0,1.0,4.0,3.0,10.0,9.0,0.0,0.0
RobinDa01 ,1995,David,Robinson,west,N,1,23,18.0,nan,nan,11.0,2.0,nan,nan,nan,nan,13.0,8.0,2.0,2.0,nan,nan
RobinDa01 ,1994,David,Robinson,west,N,1,14,10.0,nan,nan,3.0,2.0,nan,nan,nan,nan,5.0,3.0,6.0,4.0,nan,nan
RobinDa01 ,1993,David,Robinson,west,N,1,21,19.0,nan,nan,5.0,0.0,nan,nan,nan,nan,13.0,6.0,10.0,7.0,nan,nan
RobinDa01 ,1992,David,Robinson,east,N,1,26,21.0,nan,nan,10.0,1.0,nan,nan,nan,nan,10.0,7.0,12.0,7.0,nan,nan
RobinDa01 ,1991,David,Robinson,west,N,1,18,19.0,nan,nan,5.0,2.0,nan,nan,nan,nan,9.0,7.0,8.0,5.0,nan,nan
RobinDa01 ,1990,David,Robinson,west,N,1,18,16.0,nan,nan,6.0,0.0,nan,nan,nan,nan,13.0,6.0,5.0,4.0,nan,nan
RobinDa01 ,1989,David,Robinson,west,N,1,25,15.0,nan,nan,10.0,1.0,nan,nan,nan,nan,12.0,7.0,2.0,1.0,nan,nan
RobinFl01 ,1969,Flynn,Robinson,east,N,1,8,6.0,nan,nan,1.0,2.0,nan,nan,nan,nan,4.0,3.0,0.0,0.0,nan,nan
RobinGl01 ,2000,Glenn,Robinson,east,N,1,18,8.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0
RobinGl01 ,1999,Glenn,Robinson,east,N,1,17,10.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0
RobinTr01 ,1977,Truck,Robinson,east,N,1,24,7.0,nan,nan,6.0,1.0,nan,nan,nan,nan,7.0,3.0,2.0,1.0,nan,nan
RobinTR01 ,1981,Leonard,Robinson,west,N,1,21,6.0,nan,nan,5.0,2.0,nan,nan,nan,nan,6.0,3.0,0.0,0.0,nan,nan
RobinTR01 ,1980,Leonard,Robinson,west,N,1,21,6.0,nan,nan,5.0,2.0,nan,nan,nan,nan,6.0,3.0,0.0,0.0,nan,nan
RochaRe01 ,1950,Red,Rocha,east,N,1,0,8.0,nan,nan,2.0,3.0,nan,nan,nan,nan,10.0,2.0,4.0,4.0,nan,nan
RochaRe01 ,1951,Red,Rocha,east,N,1,28,12.0,nan,nan,5.0,2.0,nan,nan,nan,nan,11.0,5.0,2.0,2.0,nan,nan
RodgeGu01 ,1966,Guy,Rodgers,west,N,1,28,1.0,nan,nan,2.0,8.0,nan,nan,nan,nan,4.0,0.0,1.0,1.0,nan,nan
RodgeGu01 ,1965,Guy,Rodgers,west,N,1,34,8.0,nan,nan,7.0,11.0,nan,nan,nan,nan,11.0,4.0,0.0,0.0,nan,nan
RodgeGu01 ,1963,Guy,Rodgers,west,N,1,22,6.0,nan,nan,2.0,2.0,nan,nan,nan,nan,6.0,3.0,0.0,0.0,nan,nan
RodgeGu01 ,1962,Guy,Rodgers,west,N,1,17,7.0,nan,nan,2.0,4.0,nan,nan,nan,nan,6.0,3.0,2.0,1.0,nan,nan
RodmaDe01 ,1991,Dennis,Rodman,east,N,1,25,4.0,nan,nan,13.0,0.0,nan,nan,nan,nan,7.0,2.0,0.0,0.0,nan,nan
RodmaDe01 ,1989,Dennis,Rodman,east,N,1,11,4.0,nan,nan,4.0,1.0,nan,nan,nan,nan,4.0,2.0,0.0,0.0,nan,nan
RoundDa01 ,1981,Dan,Roundfield,east,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RoundDa01 ,1980,Dan,Roundfield,east,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RoundDa01 ,1979,Dan,Roundfield,east,N,1,27,18.0,nan,nan,13.0,0.0,nan,nan,nan,nan,15.0,7.0,9.0,4.0,nan,nan
RoweCu01  ,1975,Curtis,Rowe,west,N,1,8,1.0,nan,nan,2.0,0.0,nan,nan,nan,nan,2.0,0.0,2.0,1.0,nan,nan
RuleBo01  ,1969,Bob,Rule,west,N,1,13,5.0,nan,nan,4.0,0.0,nan,nan,nan,nan,6.0,2.0,1.0,1.0,nan,nan
RusseBi01 ,1968,Bill,Russell,east,N,1,28,3.0,nan,nan,6.0,3.0,nan,nan,nan,nan,4.0,1.0,2.0,1.0,nan,nan
RusseBi01 ,1967,Bill,Russell,east,N,1,23,4.0,nan,nan,9.0,8.0,nan,nan,nan,nan,4.0,2.0,0.0,0.0,nan,nan
RusseBi01 ,1966,Bill,Russell,east,N,1,22,2.0,nan,nan,5.0,5.0,nan,nan,nan,nan,2.0,1.0,0.0,0.0,nan,nan
RusseBi01 ,1965,Bill,Russell,east,N,1,23,2.0,nan,nan,10.0,2.0,nan,nan,nan,nan,6.0,1.0,0.0,0.0,nan,nan
RusseBi01 ,1964,Bill,Russell,east,N,1,33,17.0,nan,nan,13.0,5.0,nan,nan,nan,nan,12.0,7.0,9.0,3.0,nan,nan
RusseBi01 ,1963,Bill,Russell,east,N,1,42,13.0,nan,nan,21.0,2.0,nan,nan,nan,nan,13.0,6.0,2.0,1.0,nan,nan
RusseBi01 ,1962,Bill,Russell,east,N,1,37,19.0,nan,nan,24.0,5.0,nan,nan,nan,nan,14.0,8.0,4.0,3.0,nan,nan
RusseBi01 ,1961,Bill,Russell,east,N,1,27,12.0,nan,nan,12.0,2.0,nan,nan,nan,nan,12.0,5.0,3.0,2.0,nan,nan
RusseBi01 ,1960,Bill,Russell,east,N,1,28,24.0,nan,nan,11.0,1.0,nan,nan,nan,nan,15.0,9.0,8.0,6.0,nan,nan
RusseBi01 ,1959,Bill,Russell,east,N,1,27,6.0,nan,nan,8.0,3.0,nan,nan,nan,nan,7.0,3.0,2.0,0.0,nan,nan
RusseBi01 ,1958,Bill,Russell,east,N,1,27,7.0,nan,nan,9.0,1.0,nan,nan,nan,nan,10.0,3.0,1.0,1.0,nan,nan
RusseBi01 ,1957,Bill,Russell,east,N,1,26,11.0,nan,nan,11.0,2.0,nan,nan,nan,nan,12.0,5.0,3.0,1.0,nan,nan
RusseCa01 ,1971,Cazzie,Russell,west,N,1,20,10.0,nan,nan,1.0,0.0,nan,nan,nan,nan,13.0,4.0,2.0,2.0,nan,nan
RusseCa02 ,1978,Campy,Russell,east,N,1,13,4.0,nan,nan,1.0,0.0,nan,nan,nan,nan,8.0,2.0,0.0,0.0,nan,nan
RutlaJe01 ,1983,Jeff,Rutland,east,N,1,13,6.0,nan,nan,4.0,2.0,nan,nan,nan,nan,3.0,2.0,2.0,2.0,nan,nan
SampsRa01 ,1986,Ralph,Sampson,west,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SampsRa01 ,1985,Ralph,Sampson,west,N,1,21,16.0,nan,nan,4.0,1.0,nan,nan,nan,nan,11.0,7.0,2.0,2.0,nan,nan
SampsRa01 ,1984,Ralph,Sampson,west,N,1,29,24.0,nan,nan,10.0,1.0,nan,nan,nan,nan,15.0,10.0,6.0,4.0,nan,nan
SampsRa01 ,1983,Ralph,Sampson,west,N,1,16,9.0,nan,nan,5.0,0.0,nan,nan,nan,nan,7.0,4.0,2.0,1.0,nan,nan
SauldWo01 ,1958,Woody,Sauldsbery,east,N,1,18,14.0,nan,nan,2.0,3.0,nan,nan,nan,nan,11.0,5.0,4.0,4.0,nan,nan
SchauFr01 ,1950,Fred,Schaus,west,N,1,0,8.0,nan,nan,4.0,2.0,nan,nan,nan,nan,9.0,2.0,4.0,4.0,nan,nan
SchayDo01 ,1950,Dolph,Schayes,east,N,1,0,15.0,nan,nan,14.0,3.0,nan,nan,nan,nan,10.0,7.0,2.0,1.0,nan,nan
SchayDo01 ,1961,Dolph,Schayes,east,N,1,4,0.0,nan,nan,1.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan
SchayDo01 ,1960,Dolph,Schayes,east,N,1,27,21.0,nan,nan,6.0,3.0,nan,nan,nan,nan,15.0,7.0,7.0,7.0,nan,nan
SchayDo01 ,1959,Dolph,Schayes,east,N,1,27,19.0,nan,nan,10.0,0.0,nan,nan,nan,nan,19.0,8.0,3.0,3.0,nan,nan
SchayDo01 ,1958,Dolph,Schayes,east,N,1,22,13.0,nan,nan,13.0,1.0,nan,nan,nan,nan,11.0,3.0,8.0,7.0,nan,nan
SchayDo01 ,1957,Dolph,Schayes,east,N,1,39,18.0,nan,nan,9.0,2.0,nan,nan,nan,nan,15.0,6.0,6.0,6.0,nan,nan
SchayDo01 ,1956,Dolph,Schayes,east,N,1,25,9.0,nan,nan,10.0,1.0,nan,nan,nan,nan,6.0,4.0,1.0,1.0,nan,nan
SchayDo01 ,1955,Dolph,Schayes,east,N,1,25,14.0,nan,nan,4.0,2.0,nan,nan,nan,nan,8.0,4.0,10.0,6.0,nan,nan
SchayDo01 ,1954,Dolph,Schayes,east,N,1,29,15.0,nan,nan,13.0,1.0,nan,nan,nan,nan,12.0,6.0,3.0,3.0,nan,nan
SchayDo01 ,1953,Dolph,Schayes,east,N,1,24,6.0,nan,nan,12.0,1.0,nan,nan,nan,nan,3.0,1.0,6.0,4.0,nan,nan
SchayDo01 ,1952,Dolph,Schayes,east,N,1,26,8.0,nan,nan,13.0,3.0,nan,nan,nan,nan,7.0,2.0,4.0,4.0,nan,nan
SchayDo01 ,1951,Dolph,Schayes,east,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SchreDe01 ,1992,Detlef,Schrempf,west,N,1,13,3.0,nan,nan,3.0,0.0,nan,nan,nan,nan,3.0,1.0,2.0,1.0,nan,nan
SchreDe01 ,1996,Detlef,Schrempf,west,N,1,20,11.0,3.0,1.0,4.0,2.0,0.0,1.0,1.0,3.0,8.0,5.0,1.0,0.0,3.0,1.0
SchreDe01 ,1994,Detlef,Schrempf,west,N,1,18,9.0,nan,nan,4.0,5.0,nan,nan,nan,nan,11.0,4.0,0.0,0.0,nan,nan
ScolaFr01 ,1952,Fred,Scolari,east,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ScolaFr01 ,1951,Fred,Scolari,east,N,1,15,10.0,nan,nan,0.0,2.0,nan,nan,nan,nan,9.0,5.0,0.0,0.0,nan,nan
ScottCh01 ,1974,Charlie,Scott,west,N,1,16,2.0,nan,nan,2.0,1.0,nan,nan,nan,nan,6.0,1.0,0.0,0.0,nan,nan
ScottCh01 ,1973,Charlie,Scott,west,N,1,19,2.0,nan,nan,1.0,4.0,nan,nan,nan,nan,4.0,0.0,2.0,2.0,nan,nan
ScottCh01 ,1972,Charlie,Scott,west,N,1,14,0.0,nan,nan,2.0,2.0,nan,nan,nan,nan,5.0,0.0,0.0,0.0,nan,nan
ScottCh01 ,1970,Charlie,Scott,east,A,1,21,7.0,2.0,0.0,2.0,3.0,nan,nan,6.0,4.0,6.0,2.0,6.0,3.0,0.0,0.0
ScottCh01 ,1971,Charlie,Scott,east,A,1,23,20.0,2.0,2.0,4.0,3.0,nan,nan,5.0,2.0,21.0,9.0,3.0,2.0,1.0,0.0
SearsKe01 ,1958,Ken,Sears,east,N,1,36,15.0,nan,nan,8.0,1.0,nan,nan,nan,nan,9.0,5.0,5.0,5.0,nan,nan
SearsKe01 ,1957,Ken,Sears,east,N,1,14,12.0,nan,nan,1.0,0.0,nan,nan,nan,nan,8.0,4.0,5.0,4.0,nan,nan
